30.11.2021                                       Edition de liste dynamique                                               1
---------------------------------------------------------------------------------------------------------------------------
ElémentOTP/Art.     BBG-213728-0209-02-001 / PCR0380P
Div./Util./Alt.     1000 / 2 / 01
Désignation         MASTERFOLD
Qté de base   (PC ) 1,000
Qté utilis. (PC )   1

---------------------------------------------------------------------------------------------------------------------------
|Niv|Noeud|N° composante                 |Déb.valid.|Fin valid.|Désignation objet                       |Gp.mar.ext|CatNcl|
| 5 |    7|BSA2306200200                 |01.06.2008|31.12.9999|COSSE RONDE BL DIA 4,5 C6               |SCC       |M     |
| 5 |   34|BSA2306200300                 |01.06.2008|31.12.9999|COSSE RONDE BL DIA 5,3 C7               |SCC       |M     |
| 5 |    8|BSA554104014                  |01.06.2008|31.12.9999|CABLE PUISSANCE UL600 3X+PE AWG14       |RMA       |M     |
| 5 |    9|BSA2303094320                 |01.06.2008|31.12.9999|PRESSE-ETOUPE CEM M20X1,5 LONG          |SCC       |M     |
| 5 |   10|BSA2303096325                 |01.06.2008|31.12.9999|REDUCTION LT M25X1.5 - M20X1.5          |SCC       |M     |
| 5 |   11|BSA2317720100                 |01.06.2008|31.12.9999|EMBASE B-P TELEM                        |SCC       |M     |
| 5 |   12|BSA2317720300                 |01.06.2008|31.12.9999|CONTACT B-P TELEM 1F                    |SCC       |M     |
| 5 |   13|BSA2317720603                 |01.06.2008|31.12.9999|TETE SEL MAN TELEM 3POS TEMP            |SCC       |M     |
| 5 |   14|BSA2448040723                 |01.06.2008|31.12.9999|CABLE CONFECT M12 5SDR-FILS 10M         |SCC       |M     |
| 5 |   15|BSA2448040722                 |01.06.2008|31.12.9999|CABLE CONFECT M12 5SDR-FILS 5M          |SCC       |M     |
| 5 |   16|BSA0394754701                 |05.04.2021|31.12.9999|PLAQUE POSTE CDE CADRE SUP. MOTORISE    |CMP       |M     |
| 5 |   18|BSA563050004                  |01.06.2008|31.12.9999|CA BLI CDE UL600 3+PE AWG20             |RMA       |M     |
| 5 |   19|BSA2316170801                 |01.06.2008|31.12.9999|FICHE 6X DR RECT                        |SCC       |M     |
| 5 |   20|BSA2316170502                 |01.06.2008|31.12.9999|CONTACT MALE AWG18-16                   |SCC       |M     |
| 5 |   21|BSA2316170901                 |01.06.2008|31.12.9999|PRISE 6X DR RECT                        |SCC       |M     |
| 5 |   22|BSA2316170601                 |01.06.2008|31.12.9999|CONTACT FEMELLE AWG22-20                |SCC       |M     |
| 5 |   23|BSA2302000201                 |01.06.2008|31.12.9999|BRIDE CEM WAGO    7 - 16                |SCC       |M     |
| 5 |   24|BSA831700005                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M5X4            |SCC       |M     |
| 5 |   25|BSA834205012                  |01.06.2008|31.12.9999|RDL EL SN 212745 ZG 5,3/12              |SCC       |M     |
| 5 |   26|BSA1007117700                 |01.06.2008|31.12.9999|RDL A PICOTS 55.05.03.44___5,1          |SCC       |M     |
| 5 |   27|BSA878105016                  |01.06.2008|31.12.9999|V DIN  966 M 5X16-4.8 CH MAT            |SCC       |M     |
| 5 |   28|BSA2306681008                 |01.06.2008|31.12.9999|ETIQUETTE TERRE PROTECT (PE) 11X13 JN/VE|SCC       |M     |
| 5 |   29|BSA2401021300                 |01.06.2008|31.12.9999|COSSE RONDE RG DIA 5,3 C3               |SCC       |M     |
| 5 |   30|BSA2332062200                 |01.06.2008|31.12.9999|DEPARASITAGE RC-TRI 47R/220R + 0,47UF   |SCC       |M     |
| 4 |    3|BSA00350000FA                 |03.09.2018|31.12.9999|LIFTING FRAME                           |GOC       |M     |
| 5 |    1|BSA0031241500                 |02.03.2020|31.12.9999|SUPPORT                                 |CMP       |M     |
| 5 |    2|BSA0031126400                 |01.06.2008|31.12.9999|ELEVATEUR ECROU                         |CMP       |M     |
| 5 |    3|BSA0031139600                 |01.06.2008|31.12.9999|ENTRETOISE                              |CMP       |M     |
| 5 |    4|BSA0034126100                 |01.06.2008|20.09.2021|SUPPORT CAPTEUR                         |CMP       |M     |
| 6 |    1|BSA214510400                  |01.06.2008|31.12.9999|TOLE DECAPEE 3000X1500X4                |RMA       |M     |
| 5 |    5|BSA0034145100                 |01.06.2008|31.12.9999|ECROU GUIDAGE                           |CMP       |M     |
| 5 |    6|BSA0034145200                 |01.06.2008|31.12.9999|RESSORT GUIDE                           |CMP       |M     |
| 5 |    7|BSA0034171400                 |01.07.2019|31.12.9999|SPEC RENFORT                            |CMP       |M     |
| 5 |    8|BSA0034171300                 |01.07.2019|31.12.9999|SPEC ECLISSE                            |CMP       |M     |
| 6 |    1|BSA223520020                  |01.06.2008|31.12.9999|TOLE LAMINEE 4000x2040x20               |RMA       |M     |
| 5 |    9|BSA0034166200                 |01.06.2008|31.12.9999|PROTECTION CADRE DE LEVAGE CC           |CMP       |M     |
| 5 |   10|BSA0034166300                 |01.06.2008|31.12.9999|SUPPORT PANNEAU DE CONTRÔLE             |CMP       |M     |
| 5 |   11|BSA0034166400                 |01.06.2008|31.12.9999|PROTECTION CADRE DE LEVAGE COC          |CMP       |M     |
| 5 |   12|BSA0034171200                 |01.07.2019|31.12.9999|SPEC CADRE CC / COC                     |CMP       |M     |
| 6 |    2|BSA340341712                  |26.03.2021|31.12.9999|SPEC CADRE CC / COC                     |RMA       |M     |
| 5 |   13|BSA0034193500                 |02.03.2020|31.12.9999|VIS ELEVATEUR                           |CMP       |M     |
| 5 |   14|BSA0322670700                 |01.06.2008|31.12.9999|SUPPORT VIS                             |CMP       |M     |
| 5 |   15|BSA0322677100                 |01.06.2008|31.12.9999|SUPPORT MOTEUR                          |CMP       |M     |
| 5 |   18|BSA0394756200                 |01.06.2008|31.12.9999|PLAQUE D'OBTURATION POUR POSTE A 2 CDES |CMP       |M     |
| 5 |   19|BSA0700420700                 |01.06.2008|31.12.9999|SUPPORT POUR 3 CABLES "CEM"             |CMP       |M     |
| 6 |    1|BSA214510200                  |17.12.2012|31.12.9999|TOLE DECAPEE 3000X1500X2                |RMA       |M     |
| 5 |   20|BSA1001106011                 |01.06.2008|31.12.9999|V 6P PA 6.6  M6 X 12                    |SCC       |M     |
| 5 |   21|BSA1004906004                 |01.06.2008|31.12.9999|ECROU AVEUGLE 6P T. BASSE  M6           |SCC       |M     |
| 5 |   22|BSA1004908001                 |01.06.2008|31.12.9999|ECROU A SOUDER M8 DIN 929               |SCC       |M     |
| 5 |   23|BSA1007123400                 |01.06.2008|31.12.9999|RDL A PICOTS 55.06.03.44___6,1          |SCC       |M     |
| 5 |   24|BSA1007123900                 |01.06.2008|31.12.9999|RDL A PICOTS 55.08.25.44___8,2          |SCC       |M     |
| 5 |   25|BSA1007206502                 |01.06.2008|31.12.9999|RONDELLE                                |SCD       |M     |
| 5 |   26|BSA1007082300                 |02.03.2020|31.12.9999|RDL AC     6,5 / 25   X 2               |SCD       |M     |
| 5 |   27|BSA1007208404                 |01.06.2008|31.12.9999|RONDELLE AC 8,4/21X4                    |SCC       |M     |
| 5 |   28|BSA1008034600                 |01.06.2008|31.12.9999|ENTRETOISE   9   / 16  X 21             |SCD       |M     |
| 6 |    1|BSA220212020                  |01.06.2008|31.12.9999|BARRE RONDE ETIREE D20                  |RMA       |M     |
| 5 |   29|BSA1008408104                 |01.06.2008|31.12.9999|ENTRETOISE   8,1 / 16  X 24             |SCD       |M     |
| 5 |   30|BSA1008408401                 |01.06.2008|31.12.9999|ENTRETOISE   8,5 / 16  X100             |SCD       |M     |
| 5 |   31|BSA1008408403                 |01.06.2008|31.12.9999|ENTRETOISE 8.4/16 X 30                  |SCC       |M     |
| 5 |   32|BSA1008042900                 |02.03.2020|31.12.9999|ENTRETOISE  15,5 / 22  X  5             |SCD       |M     |
| 5 |   33|BSA1008706004                 |01.06.2008|31.12.9999|ENTRETOISE TAR  M 6/10  X 20            |SCC       |M     |
| 5 |   34|BSA1008906095                 |01.06.2008|31.12.9999|ENTRETOISE 6P MIXTE M 6X108             |SCD       |M     |
| 5 |   35|BSA1010810003                 |01.06.2008|31.12.9999|GOUP EL RECT   10   X  40               |SCC       |M     |
| 5 |   36|BSA1017106018                 |01.06.2008|31.12.9999|RESSORT COMPR. D=6 DM=36.9 L0=94        |SCC       |M     |
| 5 |   37|BSA1027011300                 |01.06.2008|31.12.9999|BROSSE NYLON NOIR     L=  900           |SCC       |M     |
| 5 |   38|BSA1116237400                 |02.03.2020|31.12.9999|RLT RIGIDE A BILLES 15X42X13            |SCC       |M     |
| 5 |   39|BSA1116306200                 |01.06.2008|31.12.9999|RLT A BILLES A CT OBLIQUE 15X35X15,9    |SCC       |M     |
| 5 |   40|BSA1118117200                 |01.06.2008|31.12.9999|CHARIOT GUIDAGE A BILLES 30             |SCC       |M     |
| 5 |   41|BSA1118125100                 |01.06.2008|31.12.9999|RAIL GUIDAGE A BILLES 30X980            |SCC       |M     |
| 5 |   42|BSA1124174900                 |01.06.2008|31.12.9999|POULIE CRANTEE HTD  P28-8M-30           |SCC       |M     |
| 5 |   43|BSA1124219800                 |02.03.2020|31.12.9999|POULIE DENTEE HTD P22-8M-30             |SCD       |M     |
| 5 |   44|BSA1252106001                 |01.06.2008|31.12.9999|GRAISSEUR HYDR. H1/H5 M6 CONIQUE        |SCC       |M     |
| 5 |   81|BSA2318499900                 |01.06.2008|31.12.9999|OSISWITCH CORPS PLAS M124P O+F          |SCC       |M     |
| 5 |   82|BSA2318499912                 |01.06.2008|31.12.9999|OSISWITCH TETE LEVIER VERTICAL          |SCC       |M     |
| 5 |   50|BSA2374186010                 |01.06.2008|31.12.9999|MOTEUR TRIPHASE 1V 0,55KW 552TR         |SCC       |M     |
| 5 |   51|BSA779102307                  |01.07.2019|31.12.9999|GOULOTTE A LAMELLE   40X100             |RMA       |M     |
| 5 |   83|BSA816104030                  |01.06.2008|31.12.9999|V TR 6P PF      M 4/20  X 30            |SCC       |M     |
| 5 |   84|BSA816104035                  |01.06.2008|20.09.2021|V TR 6P PF      M 4/20  X 35            |SCC       |M     |
| 5 |   52|BSA816006010                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 10            |SCC       |M     |
| 5 |   53|BSA816006020                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 20            |SCC       |M     |
| 5 |   54|BSA816008016                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 16            |SCC       |M     |
| 5 |   55|BSA816008020                  |02.03.2020|31.12.9999|V TR 6P         M 8     X 20            |SCC       |M     |
| 5 |   56|BSA816008030                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 30            |SCC       |M     |
| 5 |   57|BSA816008035                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 35            |SCC       |M     |
| 5 |   58|BSA816008050                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 50            |SCC       |M     |
| 5 |   59|BSA816104030                  |01.06.2008|31.12.9999|V TR 6P PF      M 4/20  X 30            |SCC       |M     |
| 5 |   60|BSA816108055                  |01.06.2008|31.12.9999|V TR 6P PF      M 8/28  X 55            |SCC       |M     |
| 5 |   61|BSA816108120                  |01.06.2008|31.12.9999|V TR 6P PF      M 8/28  X120            |SCC       |M     |
| 5 |   62|BSA816110090                  |01.06.2008|31.12.9999|V TR 6P PF      M10/32  X 90            |SCC       |M     |
| 5 |   63|BSA816110095                  |01.06.2008|31.12.9999|V TR 6P PF      M10/32  X 95            |SCC       |M     |
| 5 |   64|BSA816516035                  |01.06.2008|31.12.9999|V TR 6P PORTEE 16 F9   X 35             |SCC       |M     |
| 5 |   65|BSA819305006                  |01.06.2008|31.12.9999|V ST TR 6P A PT    M5 X 6               |SCC       |M     |
| 5 |   66|BSA824408025                  |01.06.2008|31.12.9999|V 6P            M 8     X 25            |SCC       |M     |
| 5 |   67|BSA831700004                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M4X 3.2         |SCC       |M     |
| 5 |   68|BSA831700008                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M8X6.5          |SCC       |M     |
| 5 |   69|BSA831700012                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M12X10          |SCC       |M     |
| 5 |   70|BSA832804009                  |01.06.2008|31.12.9999|RDL AC     4,3 /  9   X 0,8             |SCC       |M     |
| 5 |   71|BSA832808017                  |01.06.2008|31.12.9999|RDL AC     8,4 / 16   X 1,6             |SCC       |M     |
| 5 |   72|BSA832813024                  |01.06.2008|31.12.9999|RDL AC    13   / 24   X 2,5             |SCC       |M     |
| 5 |   73|BSA844105040                  |02.03.2020|31.12.9999|CLAV PAR A      5H9/ 5H9X 40            |SCC       |M     |
| 5 |   74|BSA870108035                  |01.06.2008|31.12.9999|GOUP EL LOURDE  8   X  35               |SCC       |M     |
| 5 |   75|BSA871000035                  |01.06.2008|31.12.9999|CIRCLIP I DIN 472 D.35                  |SCC       |M     |
| 5 |   76|BSA871000042                  |02.03.2020|31.12.9999|CIRCLIP I DIN 472 D.42                  |SCC       |M     |
| 5 |   77|BSA871100015                  |01.06.2008|31.12.9999|CIRCLIP E DIN 471 D.15                  |SCC       |M     |
| 5 |   78|BSA872206015                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 6     X 16      |SCC       |M     |
| 5 |   79|BSA872208012                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 8     X 12      |SCC       |M     |
| 5 |   80|BSA878105025                  |01.06.2008|31.12.9999|V DIN  966 M 5X25-4.8 CH MAT            |SCC       |M     |
| 5 |   85|BSA0322670800                 |01.07.2019|31.12.9999|ELEVATEUR SUPPORT DE                    |CMP       |M     |
| 5 |   86|BSA0322670800                 |01.07.2019|31.12.9999|ELEVATEUR SUPPORT DE                    |CMP       |M     |
| 5 |   91|BSA816006012                  |02.03.2020|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 4 |    4|BSA00340000JP                 |03.09.2018|14.02.2022|MP00 POTENCE STANDARD                   |GOC       |M     |
| 5 |    1|BSA1008408405                 |01.06.2008|31.12.9999|ENTRETOISE 8,4 / 16  X 35               |SCC       |M     |
| 5 |    2|BSA816008050                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 50            |SCC       |M     |
| 5 |    3|BSA0322671400                 |01.06.2008|31.12.9999|MONTAGE C - BRACKET_CAST                |CMP       |M     |
| 3 |    5|PCR0380T2003006               |15.03.2021|31.12.9999|20 F-042 CPL 110                        |SSE       |P     |
| 4 |    1|BSA00340000IK                 |14.08.2017|31.12.9999|MP00 CADRE RELE. LAIZE 110              |GOC       |M     |
| 5 |    1|BSA0322670200                 |01.06.2008|31.12.9999|TRAVERSE                                |CMP       |M     |
| 5 |    3|BSA0322670500                 |01.06.2008|31.12.9999|PROTECTION SUPERIEURE 110               |CMP       |M     |
| 5 |    4|BSA872208020                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 8     X 20      |SCC       |M     |
| 5 |    6|BSA816008040                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 40            |SCC       |M     |
| 5 |    7|BSA0115236300                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 5 |    8|BSA1001108010                 |01.06.2008|31.12.9999|V 6P T BASSE    M 8     X 20            |SCC       |M     |
| 5 |    9|BSA824408120                  |01.06.2008|31.12.9999|V 6P            M 8     X120            |SCC       |M     |
| 5 |   10|BSA0322675300                 |01.06.2008|31.12.9999|TUBE TRAVERSANT                         |CMP       |M     |
| 5 |   11|BSA816008016                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 16            |SCC       |M     |
| 5 |   12|BSA1104307700                 |01.06.2008|31.12.9999|COURROIE CRANTEE 8M 30X4400             |SCC       |M     |
| 5 |   13|BSA1015052000                 |01.06.2008|31.12.9999|GALET 2 JOUES AC 60/35N6X 36            |SCD       |M     |
| 5 |   14|BSA1116236400                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 10X35X11            |SCC       |M     |
| 5 |   15|BSA871000035                  |01.06.2008|31.12.9999|CIRCLIP I DIN 472 D.35                  |SCC       |M     |
| 5 |   16|BSA1007103600                 |01.06.2008|31.12.9999|RDL AC    10,5 / 25   X 3               |SCD       |M     |
| 5 |   17|BSA1005110001                 |01.06.2008|31.12.9999|EC T M10 18/11,8                        |SCD       |M     |
| 5 |   18|BSA816110085                  |01.06.2008|31.12.9999|V TR 6P PF      M10/32  X 85            |SCC       |M     |
| 5 |   19|BSA1007063400                 |01.06.2008|31.12.9999|ENTRETOISE  11   / 22  X  6             |SCD       |M     |
| 5 |   21|BSA0517145200                 |01.06.2008|31.12.9999|ENTRETOISE  10,5 / 16  X 16             |SCD       |M     |
| 5 |   22|BSA832808017                  |01.06.2008|31.12.9999|RDL AC     8,4 / 16   X 1,6             |SCC       |M     |
| 5 |   23|BSA831700008                  |01.06.2008|31.12.9999|ECROU HEXAGONAL ZG BLEU M8X6.5          |SCC       |M     |
| 5 |   24|BSA2490157710                 |01.06.2008|31.12.9999|CAMERA DE PLAFOND AVEC DOME POE         |SCC       |M     |
| 5 |   25|BSA816104035                  |01.06.2008|31.12.9999|V TR 6P PF      M 4/20  X 35            |SCC       |M     |
| 5 |   26|BSA1004030200                 |01.06.2008|31.12.9999|EC SEC DIN 985 M4-6 ZG                  |SCC       |M     |
| 5 |   27|BSA1008011080                 |22.10.2018|31.12.9999|ENTRETOISE  11   / 40  X 17             |SCD       |M     |
| 2 |    4|PCR0380S2004                  |15.03.2021|31.12.9999|20 OPTIONS TOUTES VERSIONS              |SEC       |P     |
| 3 |    1|PCR0380T2004003               |15.03.2021|31.12.9999|20 KX-060                               |SSE       |P     |
| 4 |    1|BSA00340000MD                 |06.03.2016|31.12.9999|MP20 GI LECTEUR CODE                    |GOC       |M     |
| 5 |    1|BSA0322174500                 |01.06.2008|31.12.9999|SUPPORT CODEUR                          |CMP       |M     |
| 5 |    2|BSA816005012                  |01.06.2008|31.12.9999|V TR 6P         M 5     X 12            |SCC       |M     |
| 5 |    3|BSA835504016                  |05.04.2021|31.12.9999|GOUP CYL        4   H8 X  16            |SCC       |M     |
| 5 |    4|BSA871000026                  |01.06.2008|31.12.9999|CIRCLIP I DIN 472 D.26                  |SCC       |M     |
| 5 |    6|BSA1116513300                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 10X26X8             |SCC       |M     |
| 5 |    8|BSA0322174800                 |01.06.2008|31.12.9999|POULIE CODEUR                           |CMP       |M     |
| 5 |    9|BSA819105006                  |01.06.2008|31.12.9999|V ST TR 6P      M 5     X  6            |SCC       |M     |
| 5 |   10|BSA871100010                  |01.06.2008|31.12.9999|CIRCLIP E DIN 471 D.10                  |SCC       |M     |
| 5 |   11|BSA0322174900                 |01.06.2008|31.12.9999|PALIER CODEUR                           |CMP       |M     |
| 5 |   21|BSA0322751500                 |05.04.2021|31.12.9999|AXE CODEUR                              |CMP       |M     |
| 5 |   22|BSA2371502636                 |05.04.2021|31.12.9999|GENERATEUR IMPULSION ROT 512 (1) 24V    |SCC       |M     |
| 5 |   23|BSA870103016                  |05.04.2021|31.12.9999|GOUP EL LOURDE  3   X  16               |SCC       |M     |
| 4 |    2|BSA00340000LY                 |06.03.2016|31.12.9999|MP20 INF. MONTAGE DU CODEUR             |GOC       |M     |
| 5 |    1|BSA0322174700                 |01.06.2008|31.12.9999|PLAQUE CODEUR                           |CMP       |M     |
| 5 |    2|BSA816008045                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 45            |SCC       |M     |
| 5 |    3|BSA1113185600                 |01.06.2008|31.12.9999|GALET 2 JOUES 32 X 53 VIS M8            |SCC       |M     |
| 5 |    4|BSA0322139100                 |01.06.2008|31.12.9999|DOIGT DE PROTECTION                     |CMP       |M     |
| 5 |    5|BSA816006025                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 25            |SCC       |M     |
| 5 |    6|BSA0034118400                 |01.06.2008|31.12.9999|PROTECTION GALET                        |CMP       |M     |
| 5 |    9|BSA872206010                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 6     X 10      |SCC       |M     |
| 5 |   10|BSA2303009803                 |01.07.2019|31.12.9999|SUPPORT DE FIXATION GAINE GD 23         |SCC       |M     |
| 5 |   11|BSA816006012                  |01.07.2019|31.12.9999|V TR 6P         M 6     X 12            |SCC       |M     |
| 5 |   12|BSA816006025                  |01.07.2019|31.12.9999|V TR 6P         M 6     X 25            |SCC       |M     |
| 5 |   13|BSA832806012                  |01.07.2019|31.12.9999|RDL AC      6,4 / 12  X 1,6             |SCC       |M     |
| 5 |   14|BSA831700006                  |01.07.2019|31.12.9999|ECROU HEXAGONAL ZG BLEU M6X5            |SCC       |M     |
| 3 |    2|PCR0380T2004010               |15.03.2021|31.12.9999|20 PREBREAKING GAUCHE                   |SSE       |P     |
| 4 |    1|BSA00340000MX                 |15.03.2021|31.12.9999|MP20 PRECASSEUR GCHE                    |GOC       |P     |
| 5 |    1|BSA0322172300                 |01.06.2008|31.12.9999|EQUERRE                                 |CMP       |M     |
| 6 |    1|BSA214510400                  |02.01.2012|31.12.9999|TOLE DECAPEE 3000X1500X4                |RMA       |M     |
| 5 |    2|BSA0322222600                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 5 |    3|BSA1007208403                 |01.06.2008|31.12.9999|RDL    AC   8,4 / 24  X  2              |SCC       |M     |
| 5 |    4|BSA0034160600                 |14.08.2017|31.12.9999|SUPPORT BRACKET                         |CMP       |M     |
| 5 |    5|BSA1002108080                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 35                     |SCC       |M     |
| 5 |    6|BSA1007020700                 |01.06.2008|31.12.9999|RONDELLE AC 6.4/18X1.6                  |SCC       |M     |
| 5 |    7|BSA816006020                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 20            |SCC       |M     |
| 5 |    9|BSA0626201400                 |01.06.2008|31.12.9999|ENTRETOISE   6,2 /  8  X  5,2           |SCD       |M     |
| 5 |   10|BSA832808017                  |02.09.2019|31.12.9999|RDL AC     8,4 / 16   X 1,6             |SCC       |M     |
| 5 |   11|BSA1002108078                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 25                     |SCC       |M     |
| 5 |   12|BSA1002108074                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 16                     |SCC       |M     |
| 5 |   13|BSA0322141800                 |01.06.2008|31.12.9999|SUPPORT GALET                           |CMP       |M     |
| 5 |   15|BSA816006050                  |01.06.2008|31.12.9999|V TR 6P         M 6     X 50            |SCC       |M     |
| 5 |   16|BSA0322141900                 |01.06.2008|31.12.9999|SUPPORT RLT INF                         |CMP       |M     |
| 5 |   17|BSA1007012200                 |01.06.2008|31.12.9999|RDL    AC   12,5 / 19  X  1             |SCC       |M     |
| 5 |   18|BSA1116515900                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 12X32X10            |SCC       |M     |
| 5 |   19|BSA816012045                  |01.06.2008|31.12.9999|V 6P         M12     X 45               |SCC       |M     |
| 5 |   20|BSA0322225800                 |01.06.2008|31.12.9999|CALE                                    |CMP       |M     |
| 6 |    1|BSA214510200                  |19.10.2015|31.12.9999|TOLE DECAPEE 3000X1500X2                |RMA       |M     |
| 5 |   21|BSA0322142200                 |01.06.2008|31.12.9999|EXCENTRIQUE                             |CMP       |M     |
| 5 |   22|BSA1015029200                 |01.06.2008|31.12.9999|GALET -PRESSEUR                         |SCD       |M     |
| 5 |   23|BSA1116217900                 |01.06.2008|31.12.9999|RLT RIGIDE A BILLES 15X32X9             |SCC       |M     |
| 5 |   24|BSA871000032                  |01.06.2008|31.12.9999|CIRCLIP I DIN 472 D.32                  |SCC       |M     |
| 5 |   25|BSA871100015                  |01.06.2008|31.12.9999|CIRCLIP E DIN 471 D.15                  |SCC       |M     |
| 5 |   26|BSA0322172100                 |01.06.2008|31.12.9999|HELICE DE SORTIE                        |CMP       |M     |
| 5 |   27|BSA1002108072                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 12                     |SCC       |M     |
| 5 |   28|BSA0322262300                 |01.06.2008|31.12.9999|HELICE D'ENTREE                         |CMP       |M     |
| 5 |   29|BSA816008016                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 16            |SCC       |M     |
| 5 |   31|BSA0322150700                 |01.06.2008|31.12.9999|PLAQUE                                  |CMP       |M     |
| 6 |    1|BSA214510600                  |19.10.2015|31.12.9999|TOLE DECAPEE 3000X1500X6                |RMA       |M     |
| 5 |   32|BSA0322142700                 |01.06.2008|31.12.9999|LAME  DE REOUVERTURE                    |CMP       |M     |
| 5 |   33|BSA1008406201                 |01.06.2008|31.12.9999|ENTRETOISE   6,2 /  8  X  7,5           |SCD       |M     |
| 5 |   34|BSA0633266000                 |01.06.2008|31.12.9999|SUPPORT                                 |CMP       |M     |
| 6 |    1|BSA214510600                  |02.01.2012|31.12.9999|TOLE DECAPEE 3000X1500X6                |RMA       |M     |
| 5 |   35|BSA816008020                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 20            |SCC       |M     |
| 5 |   36|BSA1008034600                 |01.06.2008|31.12.9999|ENTRETOISE   9   / 16  X 21             |SCD       |M     |
| 6 |    1|BSA220212020                  |01.06.2008|31.12.9999|BARRE RONDE ETIREE D20                  |RMA       |M     |
| 5 |   37|BSA0322172200                 |01.06.2008|31.12.9999|CONTRE-PARTIE  HELICE DROITE            |CMP       |M     |
| 5 |   38|BSA1002108071                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 10                     |SCC       |M     |
| 5 |   39|BSA0322172400                 |01.06.2008|31.12.9999|SUPPORT                                 |CMP       |M     |
| 2 |    5|PCR0380S2005                  |15.03.2021|31.12.9999|20 BASE VERSION STANDARD                |SEC       |P     |
| 3 |    1|PCR0380T2005001               |15.03.2021|31.12.9999|20 BASE VERSION STANDARD                |SSE       |P     |
| 4 |    1|BSA00350000 F                 |07.03.2016|31.12.9999|MP00 EXTERNAL BEARING L & R             |GOC       |M     |
| 5 |    1|BSA0322137300                 |01.06.2008|31.12.9999|COULISSE                                |CMP       |M     |
| 5 |    2|BSA1252106001                 |01.06.2008|31.12.9999|GRAISSEUR HYDR. H1/H5 M6 CONIQUE        |SCC       |M     |
| 5 |    3|BSA816108055                  |01.06.2008|31.12.9999|V TR 6P PF      M 8/28  X 55            |SCC       |M     |
| 5 |    4|BSA1007123900                 |01.06.2008|31.12.9999|RDL A PICOTS 55.08.25.44___8,2          |SCC       |M     |
| 4 |    2|BSA00340000JM                 |06.03.2016|31.12.9999|MP00 PALIER CENTRAL                     |GOC       |M     |
| 5 |    1|BSA0322162600                 |01.06.2008|31.12.9999|GLISSIERE                               |CMP       |M     |
| 5 |    2|BSA1252106001                 |01.06.2008|31.12.9999|GRAISSEUR HYDR. H1/H5 M6 CONIQUE        |SCC       |M     |
| 5 |    3|BSA816008030                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 30            |SCC       |M     |
| 5 |    4|BSA1007123900                 |01.06.2008|31.12.9999|RDL A PICOTS 55.08.25.44___8,2          |SCC       |M     |
| 4 |    3|BSA00340000JP                 |06.03.2016|31.12.9999|MP00 POTENCE STANDARD                   |GOC       |M     |
| 5 |    1|BSA1008408405                 |01.06.2008|31.12.9999|ENTRETOISE 8,4 / 16  X 35               |SCC       |M     |
| 5 |    2|BSA816008050                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 50            |SCC       |M     |
| 5 |    3|BSA0322671400                 |01.06.2008|31.12.9999|MONTAGE C - BRACKET_CAST                |CMP       |M     |
| 4 |    4|BSA00340000JW                 |06.03.2016|31.12.9999|MP20 TRANSPORT INF. GCHE                |GOC       |M     |
| 5 |    1|BSA0322137500                 |01.06.2008|31.12.9999|LONGERON GCHE /DROITE/ CENTRAL          |CMP       |M     |
| 6 |    4|BSA343221375                  |14.06.2021|14.10.2021|LONGERON GCHE /DROITE/ CENTRAL          |RMA       |M     |
